TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial77,2,2,2.0,0.0,14.192502592525996,1.2251612830842178,1.275526935024502,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial77,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
Trial77,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
Trial77,2,5,2.0,0.0,7.740165425388304,-0.097597527938831,0.7562444245504396,0.0,0.0,2.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial77,2,6,2.0,0.0,22.21606873081052,1.0677527528030792,1.921261567192113,0.0,0.0,2.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial77,2,7,2.0,0.0,24.72713359412084,1.5744191485217027,2.123351450656996,0.0,0.0,2.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial77,2,8,0.0,0.0,1.8933529412019885,-0.6217912984004319,0.2856943918393905,0.0,0.0,2.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial77,3,2,2.0,0.0,-15.276267539311196,-1.0471427617679037,-1.0961124474586432,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial77,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
Trial77,3,4,2.0,0.0,-6.034644917380787,-0.6530030200886916,-0.3523489286500331,0.0,0.0,2.0,5.0,7.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
