TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial27,17,69,0.0,0.0,-21.56244602482252,-2.1632412203932807,-1.4654948593166237,0.0,0.0,1.0,3.0,5.0,,,5.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,70,0.0,0.0,-6.3454921269854765,1.4916143921812786,-0.3766613791907736,0.0,0.0,1.0,3.0,5.0,,,5.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,71,0.0,0.0,-10.5405784768459,-0.2617025390091043,-0.6768364668209097,0.0,0.0,1.0,3.0,5.0,,,5.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,72,0.0,0.0,-11.918394165161356,-0.2955793315066212,-0.7754246508262349,0.0,0.0,1.0,3.0,5.0,,,5.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,73,0.0,0.0,-10.754993401298524,1.6765352152774031,-0.6921787061383236,0.0,0.0,1.0,3.0,5.0,,,5.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,74,2.0,0.0,-31.297289266301224,-2.4710598175902314,-2.16206155172183,0.0,0.0,1.0,3.0,5.0,,,5.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,75,2.0,0.0,-18.85686104362721,1.289491816082846,-1.2718995096409005,0.0,0.0,1.0,3.0,5.0,,,5.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,76,2.0,0.0,-23.51727356604241,-1.035932831098787,-1.6053705327951937,0.0,0.0,1.0,3.0,5.0,,,5.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,77,2.0,0.0,-17.90964528284268,0.9124021074531186,-1.2041224604253098,0.0,0.0,2.0,17.0,19.0,21.0,21.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,78,2.0,0.0,-23.25833509170497,-1.256202456454418,-1.5868424566740336,0.0,0.0,2.0,17.0,19.0,21.0,21.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,79,2.0,0.0,-13.31886839438554,0.7030488629451153,-0.8756341434139391,0.0,0.0,2.0,17.0,19.0,22.0,22.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,80,2.0,0.0,-13.268061960154924,-0.1471862893586122,-0.8719987412850037,0.0,0.0,2.0,17.0,19.0,22.0,22.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,81,2.0,0.0,-11.490582750922954,0.6154228534915079,-0.7448130452361719,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,82,2.0,0.0,-20.45483674153097,-0.480382168008949,-1.386241016619666,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,83,2.0,0.0,-22.61267206279491,-0.0193126578425744,-1.540642702933788,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,17,84,2.0,0.0,-25.5357699144624,-0.8130737686062021,-1.7498019622670182,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,69,0.0,0.0,32.086440947755754,1.6985127182973474,2.373296051099022,0.0,0.0,1.0,3.0,6.0,7.0,9.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,70,0.0,0.0,23.07662003488376,-0.2415123079762235,1.7286075854746688,0.0,0.0,1.0,3.0,6.0,7.0,9.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,71,0.0,0.0,17.18893081301868,0.2172347276788331,1.3073200407805872,0.0,0.0,1.0,3.0,6.0,7.0,10.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,72,0.0,0.0,10.35894518180702,0.8043979489093529,0.8186074460017593,0.0,0.0,1.0,3.0,6.0,7.0,10.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,73,0.0,0.0,-3.2045088228799745,-0.7652011666119997,-0.1519115504808038,0.0,0.0,1.0,3.0,6.0,8.0,8.0,6.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,74,0.0,0.0,-12.232789904805069,-0.997943216971074,-0.7979209145089199,0.0,0.0,1.0,3.0,6.0,8.0,8.0,6.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,75,2.0,0.0,-4.9401223365222,-0.5092372936564661,-0.2761015897554273,0.0,0.0,1.0,3.0,6.0,8.0,8.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,76,2.0,0.0,5.927589013409582,1.6736488089488804,0.5015263145935104,0.0,0.0,1.0,3.0,6.0,8.0,8.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,77,2.0,0.0,-2.181872275334559,-1.0415027602804656,-0.0787378444655657,0.0,0.0,2.0,17.0,19.0,21.0,21.0,17.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,78,2.0,0.0,3.306251317728241,0.2657752865545553,0.3139591927545272,0.0,0.0,2.0,17.0,19.0,21.0,21.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial27,18,80,2.0,0.0,10.236573356537942,-0.2120633678278078,0.8098512559474528,0.0,0.0,2.0,17.0,19.0,22.0,22.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,81,2.0,0.0,15.806473286896296,1.244287342780344,1.2083997148467638,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,82,2.0,0.0,3.0113468582654823,-0.7428960252525831,0.2928576075714959,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,18,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial27,18,84,2.0,0.0,-0.5715870441715377,-0.1419649542103732,0.0364844585008454,0.0,0.0,2.0,17.0,20.0,23.0,23.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,19,69,0.0,0.0,-0.4762610314834318,1.2760733128380295,0.0433054132621307,0.0,0.0,1.0,3.0,6.0,7.0,9.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,19,70,0.0,0.0,-15.684991705800552,-0.8345450711508476,-1.0449396625652527,0.0,0.0,1.0,3.0,6.0,7.0,9.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,19,71,0.0,0.0,-20.79365414914656,-0.6356698577781701,-1.4104847476277318,0.0,0.0,1.0,3.0,6.0,7.0,10.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial27,19,72,0.0,0.0,-20.503965624323044,-1.7676484642169086,-1.3897563832813726,0.0,0.0,1.0,3.0,6.0,7.0,10.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
