TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial48,2,1,2.0,0.0,1.1637336197554544,-0.1253213390108667,0.2796757270210625,0.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,2,2.0,0.0,3.977055003866637,0.8676779333696201,0.668234821277525,0.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,3,2.0,0.0,-2.2085856896645506,-0.5352459029675246,-0.1860888115816949,0.0,0.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,4,2.0,0.0,-2.3263933335820544,0.5568263640555693,-0.2023596975443148,0.0,0.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,5,2.0,0.0,-9.661308061123195,-0.8870794692334476,-1.2154141743907965,0.0,0.0,1.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,6,2.0,0.0,-9.012039110194925,-0.747369394367779,-1.1257410368223932,0.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,7,,,,,,,,,,,,,,,,,,,,,,,,,
Trial48,2,8,2.0,0.0,2.877940818772636,0.5820126518059691,0.5164317551022468,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,9,2.0,0.0,3.341184025594065,0.3417091137545812,0.5804121314216985,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial48,2,10,,,,,,,,,,,,,,,,,,,,,,,,,
Trial48,2,11,,,,,,,,,,,,,,,,,,,,,,,,,
Trial48,2,12,,,,,,,,,,,,,,,,,,,,,,,,,
