TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial16,41,53,,,,,,,,,,,,,,,,,,,,,,,,,
Trial16,41,54,1.0,1.0,27.430712950931703,3.164335978652819,3.3205268613323087,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,41,55,1.0,1.0,1.3949310351754645,-1.7854341732712775,0.435618746652372,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,41,56,1.0,1.0,21.60410631430682,2.685554753299112,2.674906736634822,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,41,57,2.0,0.0,-4.600930019031092,-1.545048484883859,-0.2287557002431848,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,41,58,2.0,0.0,-0.9176333859505872,-0.1888863592664602,0.1793738646736517,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,41,59,2.0,0.0,-0.5665922367874692,0.2198262744204086,0.2182711585242495,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,41,60,2.0,0.0,-6.5645232011447705,-0.740767823985588,-0.4463326458229046,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,42,53,1.0,1.0,-19.854756885959368,-0.8392574762168168,-1.9189637781382023,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,42,54,1.0,1.0,-21.47553973356596,-0.969887933019518,-2.098555449489721,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,42,55,1.0,1.0,-21.338779023581168,-1.3511882259088317,-2.083401609160242,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,42,56,1.0,1.0,-9.351041397341875,0.0439814381565886,-0.7550942179517376,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,42,57,2.0,0.0,0.4954304562724323,1.0599568475926708,0.3359491255273679,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,42,58,2.0,0.0,-0.8696954034389722,0.3732768892144517,0.1846856573133592,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,42,59,2.0,0.0,0.0731673591675324,0.5278518845381323,0.2891600473537414,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,42,60,2.0,0.0,-5.933627712182834,-0.5617234100768238,-0.3764259488967105,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,53,1.0,1.0,2.209139367949124,-0.1088705195924374,0.5258375168763322,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,43,54,1.0,1.0,9.264363136217684,1.1624452868674513,1.3075951904433845,1.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,43,55,1.0,1.0,4.417060839139021,0.5040046331976028,0.7704873833340411,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,56,1.0,1.0,-6.106846067350999,-1.095166934593617,-0.3956194972238969,0.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,57,2.0,0.0,-1.4091278951041384,-0.0892867716558318,0.1249135645234333,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,58,2.0,0.0,2.777759894981603,0.7097447854686062,0.5888438048348605,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,59,2.0,0.0,-0.9296385825136394,0.2400120985499095,0.1780436227360314,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,43,60,2.0,0.0,-8.038026807460005,-0.9108975291374602,-0.6096049656104818,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,44,53,0.0,0.0,-6.157763432356438,-0.273470456491555,-0.40126142186275,0.0,0.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,44,54,0.0,0.0,-8.21054080200227,-0.7920507357175279,-0.6287204668987164,1.0,0.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,44,55,0.0,0.0,2.235881874494865,0.9706414345221872,0.5288007339746441,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,44,56,0.0,0.0,-4.141431276714086,-0.4121546490681387,-0.1778407073812525,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,44,57,,,,,,,,,,,,,,,,,,,,,,,,,
Trial16,44,58,2.0,0.0,1.542615989470955,0.4951552528309696,0.4519830534529815,0.0,0.0,2.0,7.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,44,59,2.0,0.0,2.794241079083942,0.9217830754094504,0.5906700108581795,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,44,60,2.0,0.0,-10.118436197512644,-1.3332982090419367,-0.8401257907825137,0.0,0.0,2.0,7.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,53,0.0,0.0,-14.413472259782084,-1.565640108029195,-1.3160394556371673,0.0,0.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,45,54,0.0,0.0,-1.245350903616156,0.7774195193584585,0.1430609577252335,0.0,0.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,55,0.0,0.0,-3.025148015433227,0.1664968972364273,-0.0541503703992224,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,56,0.0,0.0,-5.514861995518018,-0.4518426545652713,-0.3300243997492669,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,57,0.0,0.0,0.0156911389059437,0.4487487709004357,0.2827913654078597,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,58,,,,,,,,,,,,,,,,,,,,,,,,,
Trial16,45,59,2.0,0.0,0.1462830088438797,0.3702697328821669,0.2972616642648025,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,45,60,2.0,0.0,-3.32582196630229,-0.2659066050040776,-0.0874667011144561,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,53,0.0,0.0,-8.810399690644955,-1.0229188299944474,-0.6951881374725312,0.0,0.0,1.0,4.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial16,46,54,0.0,0.0,2.5225411919664857,1.058593439559809,0.5605641660773696,0.0,0.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,55,0.0,0.0,-3.848776383768632,-0.2148298128926194,-0.1454129324755106,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,56,0.0,0.0,-7.312744032489178,-0.972785276995505,-0.5292396372434983,0.0,0.0,1.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,57,0.0,0.0,2.965250469714302,0.6516114775491689,0.609618793741379,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,58,0.0,0.0,1.6352275748036995,0.099083944278778,0.4622449274732935,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,59,0.0,0.0,5.629340919710494,0.8224902505455802,0.9048146969143182,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial16,46,60,2.0,0.0,-0.8364951574902839,-0.3077259856446206,0.1883644275249339,0.0,0.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
