TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial42,2,29,0,0,-3.895579938757139,-0.5830753266920022,-0.5830753266920022,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,30,0,0,5.447085752164097,0.8322463384041674,0.8322463384041674,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,31,0,0,-4.881954635138949,-0.7325013603184045,-0.7325013603184045,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,32,2,0,3.0873833312013503,0.474774705568813,0.4747747055688131,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,33,2,0,-9.834754046865008,-1.482801600334833,-1.4828016003348332,0,0,2,9,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,34,2,0,-10.14429134557235,-1.529693446785206,-1.529693446785206,0,0,2,9,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,35,2,0,-5.853254419614401,-0.8796436935399836,-0.8796436935399836,0,0,2,9,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,2,36,2,0,-5.902274950683141,-0.8870698202955978,-0.8870698202955978,0,0,2,9,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,29,0,0,-3.526180866964272,-0.5271150122944839,-0.5271150122944839,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,30,0,0,8.676832743884763,1.321521138700559,1.3215211387005588,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,31,0,0,2.701266409096152,0.4162818018093667,0.4162818018093667,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,32,0,0,-10.239290563898315,-1.5440848909738378,-1.544084890973838,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,33,2,0,-1.218959729624277,-0.1775937760783212,-0.1775937760783212,0,0,2,9,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,34,2,0,-7.483065100227195,-1.1265439297881854,-1.1265439297881852,1,0,2,9,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,3,35,2,0,4.94838991916388,0.7566988404963415,0.7566988404963415,0,0,2,9,12,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,3,36,2,0,-12.214904866952134,-1.843370963866619,-1.8433709638666191,0,0,2,9,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,29,0,0,11.631283512670588,1.7690912776584364,1.7690912776584364,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,30,0,0,-12.502444018567752,-1.886930308095368,-1.886930308095368,0,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,31,0,0,1.0641604852395143,0.1682764081942273,0.1682764081942274,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,32,0,0,-1.842869148856,-0.2721098967776111,-0.2721098967776111,0,0,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,33,0,0,4.544635927899804,0.6955340947899424,0.6955340947899424,0,0,2,9,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,4,34,1,1,-3.3539242172465875,-0.501019829573857,-0.501019829573857,1,0,2,9,11,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,4,35,1,1,3.970756798617556,0.6085970693530833,0.6085970693530833,1,0,2,9,12,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,4,36,1,1,2.3611248545526697,0.3647537125818251,0.3647537125818251,1,0,2,9,12,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,5,29,0,0,-6.20296014890738,-0.9326206608692946,-0.9326206608692946,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,5,30,0,0,9.130795949917724,1.3902920850140208,1.3902920850140208,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,5,31,0,0,-13.904755972668646,-2.099366732079905,-2.099366732079906,0,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,5,32,0,0,5.79191139749104,0.8844840211659775,0.8844840211659774,0,0,1,4,8,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,5,33,1,1,-3.5551074357032126,-0.5314971020307034,-0.5314971020307034,1,0,2,10,13,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,5,34,1,1,-1.9150997844987527,-0.2830521253546432,-0.2830521253546432,1,0,2,10,13,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,5,35,1,1,6.851483164995877,1.0449986888085447,1.0449986888085447,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,5,36,1,1,3.8581573526903057,0.5915393643499464,0.5915393643499464,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,6,29,0,0,-5.8360632397548295,-0.877039399422143,-0.8770393994221432,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,6,30,0,0,12.679841832379088,1.92793751663308,1.92793751663308,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,6,31,0,0,-1.1841351336805983,-0.1723181934183097,-0.1723181934183097,1,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,6,32,1,1,-5.439237226477183,-0.8169241740201076,-0.8169241740201076,1,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,6,33,1,1,0.535604024323654,0.0882053198015729,0.0882053198015729,1,0,2,10,13,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,6,34,1,1,0.9604497734404356,0.1525652587035184,0.1525652587035184,1,0,2,10,13,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,6,35,1,1,9.415955764441158,1.4334909831509854,1.4334909831509854,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,6,36,1,1,1.6627344846602483,0.2589544627848644,0.2589544627848644,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,7,29,0,0,-1.889887192885363,-0.2792326665059413,-0.2792326665059413,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,7,30,0,0,-0.1451878971569542,-0.0149279387105321,-0.0149279387105321,0,0,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,7,31,1,1,5.961597685480311,0.9101898194473328,0.910189819447333,1,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,7,32,1,1,1.8234312048154613,0.2832984302423088,0.2832984302423088,1,0,1,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,7,33,1,1,5.375477013464486,0.8213983210775646,0.8213983210775646,1,0,2,10,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial42,7,34,1,1,2.700909252444845,0.4162276961008729,0.4162276961008729,1,0,2,10,13,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,7,35,1,1,10.896676065072764,1.6578054979546266,1.6578054979546266,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial42,7,36,1,1,4.649170130648789,0.711369995033913,0.7113699950339131,1,0,2,10,14,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1
