TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_TreeDepth7,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial56,2,21,0,0,7.471243638265405,1.1140882853308818,1.1140882853308818,0,0,1,3,5,7.0,9.0,,,5,5,0,4,4,2,2,2,2,2,2,2,2,2,2
Trial56,2,22,0,0,-2.403356726325584,-0.3086713500536895,-0.3086713500536895,0,0,1,3,5,7.0,9.0,,,5,5,0,4,4,2,2,2,2,2,2,2,2,2,2
Trial56,2,23,0,0,2.528047606034548,0.4018589773306744,0.4018589773306744,0,0,1,3,5,7.0,9.0,,,5,5,0,4,4,2,2,2,2,2,2,2,2,2,2
Trial56,2,24,0,0,3.6078582073925953,0.5574410647821908,0.5574410647821908,0,0,1,3,5,7.0,9.0,,,5,5,0,4,4,2,2,2,2,2,2,2,2,2,2
Trial56,2,25,0,0,-3.2440793212752945,-0.4298049786043135,-0.4298049786043135,0,0,1,3,5,7.0,9.0,,,5,5,0,4,4,1,1,1,1,1,1,1,1,1,1
Trial56,2,26,2,0,3.863135004205548,0.5942220492216337,0.5942220492216337,0,0,1,4,15,,,,,15,15,1,3,3,2,2,2,2,2,2,2,2,2,2
Trial56,2,27,2,0,4.926498635638569,0.7474344119177442,0.7474344119177441,0,0,1,4,15,,,,,15,15,1,3,3,2,2,2,2,2,2,2,2,2,2
Trial56,2,28,2,0,1.8887211167503544,0.3097430547412996,0.3097430547412995,0,0,2,19,21,23.0,,,,19,19,2,3,3,2,2,2,2,2,2,2,2,2,2
Trial56,2,29,2,0,-3.144366983276221,-0.415438150133602,-0.4154381501336019,0,0,2,19,21,23.0,,,,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2
Trial56,2,30,2,0,16.60733815900408,2.430441963377025,2.430441963377025,0,0,2,19,21,24.0,,,,19,19,2,2,2,2,2,2,2,2,2,2,2,2,2
