TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial44,13,21,0.0,0.0,-18.841968017129453,-1.126298944602423,-1.1262989446024227,0.0,0.0,1.0,3.0,,,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,22,0.0,0.0,-1.2868334317069536,-0.0674254895531225,-0.0674254895531225,0.0,0.0,1.0,3.0,,,1.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,23,0.0,0.0,16.01214893073512,0.975997625993166,0.975997625993166,0.0,0.0,1.0,3.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,24,0.0,0.0,24.33573515180996,1.4780515668173484,1.4780515668173482,0.0,0.0,1.0,3.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,25,0.0,0.0,-10.332341690941112,-0.6130236184951652,-0.6130236184951652,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,26,0.0,0.0,26.85236419747751,1.6298471386312052,1.6298471386312052,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,27,0.0,0.0,35.40352124103408,2.145627473969602,2.145627473969602,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,13,28,0.0,0.0,19.15745714323807,1.1657132535186605,1.1657132535186605,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,14,21,0.0,0.0,-7.7320201879325134,-0.4561799668141297,-0.4561799668141297,0.0,0.0,1.0,3.0,,,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,14,22,0.0,0.0,-11.13476410996002,-0.6614233499299282,-0.6614233499299281,0.0,0.0,1.0,3.0,,,1.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,14,23,0.0,0.0,-7.79145472935737,-0.4597648814111427,-0.4597648814111427,0.0,0.0,1.0,3.0,,,1.0,8.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial44,14,24,0.0,0.0,16.885035829137177,1.0286475650455138,1.0286475650455136,0.0,0.0,1.0,3.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
