TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_TreeDepth7,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial34,1,9,2.0,0.0,16.70504304362275,0.9256401745383606,1.7775002823983794,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,10,2.0,0.0,32.040690029214026,2.7099198041980195,3.403691699413546,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,11,2.0,0.0,1.3810048138077116,-0.8572905186630054,0.1525398573996092,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,12,2.0,0.0,2.63299792160846,-0.7116231473043103,0.2853011584376835,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,13,2.0,0.0,38.12546467284521,3.417873465468758,4.048920968791061,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,14,2.0,0.0,-3.789716886073157,-1.4588963469334686,-0.3957632729489629,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,15,2.0,0.0,39.39197186899442,3.565231077094968,4.1832213431998415,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,1,16,2.0,0.0,6.811865760582592,-0.2254164730549839,0.7284281434918745,0.0,0.0,1.0,3.0,5.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial34,2,10,2.0,0.0,-3.284429907125304,-0.8052132570430102,-0.3421826611191164,0.0,0.0,1.0,3.0,6.0,,,,,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,2,11,2.0,0.0,9.837297810103651,0.7208025790369407,1.049244841758098,0.0,0.0,1.0,3.0,6.0,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial34,2,12,2.0,0.0,4.87842813454235,0.1441014216919905,0.5234064919270647,0.0,0.0,1.0,3.0,6.0,,,,,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
