TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial68,1,1,2.0,0.0,16.060178000443187,1.7010834209860566,1.6912435199995748,0.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,1,2,2.0,0.0,-7.446544217471839,-0.7131191610211146,-0.5469806897556975,1.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,3,2.0,0.0,1.1603674865386768,0.1708336759132949,0.272537998071423,1.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,4,2.0,0.0,-12.582101834062,-1.2405540725738888,-1.035969723679148,1.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,5,1.0,1.0,-13.18055736126673,-1.302017157178872,-1.092952472572596,1.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,6,1.0,1.0,-1.1482856072203975,-0.0662715655657191,0.0527164849537897,1.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,7,1.0,1.0,-9.834798772733492,-0.9583999802130608,-0.7743815632203547,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,8,1.0,1.0,12.52720902498357,1.3382366156909515,1.354847121561623,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,9,1.0,1.0,15.012925940162605,1.5935260010878298,1.59152800486707,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,1,10,1.0,1.0,2.8328945724097245,0.3426044869060565,0.4317899167508809,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,1,2.0,0.0,-17.22328231015148,-1.5591443614928295,-1.477885972449469,0.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,2,2,2.0,0.0,-2.625541162750485,-0.0559176467554862,-0.0879423920147315,1.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,3,2.0,0.0,16.75526387315218,1.939852883545175,1.75742705736109,0.0,0.0,1.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,2,4,2.0,0.0,0.3883841128800043,0.2544460761387549,0.199032561608038,0.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,2,5,0.0,0.0,-10.829926289917031,-0.9007780246424244,-0.8691339697917975,1.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,6,1.0,1.0,-4.07457481521505,-0.2051344474400841,-0.2259140824797054,1.0,0.0,1.0,4.0,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,7,1.0,1.0,-7.371864882559298,-0.5446785472453978,-0.5398699963200008,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,8,,,,,,,,,,,,,,,,,,,,,,,,,
Trial68,2,9,1.0,1.0,5.850342749287417,0.8169000507962959,0.7191003081597855,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,2,10,1.0,1.0,-2.287992849162415,-0.0211588548443579,-0.0558022747992785,1.0,0.0,2.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial68,3,1,2.0,0.0,-15.491099502057194,-1.0219273833279858,-1.3129538538470833,0.0,0.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,3,2,2.0,0.0,7.12305731986555,1.3068036993090415,0.8402835398144848,0.0,0.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,3,3,2.0,0.0,-18.06337715841764,-1.286811268106432,-1.5578767346854292,0.0,0.0,1.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,3,4,2.0,0.0,-8.447819670519602,-0.296632970352938,-0.6423184803191645,1.0,0.0,1.0,4.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,3,5,0.0,0.0,-14.632654498387996,-0.9335266587645769,-1.231215856854397,1.0,0.0,1.0,4.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial68,3,6,0.0,0.0,-21.636180611328427,-1.6547267403991062,-1.8980660265343647,0.0,0.0,1.0,4.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
