TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial35,57,37,1.0,1.0,6.79107094387155,0.7672192287420047,0.2794779703552174,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,38,1.0,1.0,32.81159323286973,0.4922093567117523,1.839335461023172,1.0,0.0,1.0,3.0,5.0,,,,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,39,1.0,1.0,0.1168537071316098,-1.1320149670728306,-0.1206226746451255,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,40,1.0,1.0,1.931394664612239,0.2834573563901675,-0.0118460223852782,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,41,1.0,1.0,-34.597798456038866,-2.105447937863252,-2.2016689200369512,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,42,1.0,1.0,-3.7074434318848457,-0.4584148847648746,-0.3498785855211758,1.0,0.0,2.0,7.0,9.0,,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,43,1.0,1.0,-21.65557520780142,-1.1765622295741534,-1.4258188561742484,1.0,0.0,2.0,7.0,10.0,,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial35,57,45,2.0,0.0,9.557296735421328,0.669855804361257,0.44530546504975,0.0,0.0,2.0,8.0,11.0,,,,11.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,57,46,2.0,0.0,16.162299137737573,1.3266199068668092,0.8412568744297614,0.0,0.0,2.0,8.0,11.0,,,,11.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,57,47,2.0,0.0,35.899446155208686,2.6705468396135275,2.0244436021087133,0.0,0.0,2.0,8.0,11.0,,,,11.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,57,48,2.0,0.0,-9.953554137371285,-0.5082905121151214,-0.724315442063975,0.0,0.0,2.0,8.0,11.0,,,,11.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,57,49,2.0,0.0,6.886844273224992,0.4310315638360837,0.2852193134204694,0.0,0.0,2.0,8.0,11.0,,,,11.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,57,50,2.0,0.0,-9.053645463322407,-0.9045033621472892,-0.6703684355226913,0.0,0.0,2.0,8.0,11.0,,,,11.0,14.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,51,2.0,0.0,-0.9426791816195772,0.0106622746007157,-0.1841387061364068,0.0,0.0,2.0,8.0,11.0,,,,11.0,11.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,57,52,2.0,0.0,28.776621734641687,2.1025733185262934,1.5974502119017933,0.0,0.0,2.0,8.0,11.0,,,,11.0,11.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,37,1.0,1.0,-26.79849110510172,-1.8217195517407108,-1.7341222713470898,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,38,1.0,1.0,24.26773335159997,-0.1663163386517292,1.3271549718309557,1.0,0.0,1.0,3.0,5.0,,,,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,39,1.0,1.0,33.45295283178236,1.4373871557735505,1.877783174080748,1.0,0.0,1.0,3.0,5.0,,,,5.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,40,1.0,1.0,-34.90772738920653,-2.555944046666195,-2.2202482922189124,1.0,0.0,1.0,3.0,5.0,,,,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,41,1.0,1.0,-7.214501745726424,0.0051386790020204,-0.5601169166467627,1.0,0.0,1.0,3.0,5.0,,,,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,42,1.0,1.0,-10.165167374331682,-0.9561489381455782,-0.7370010634028187,1.0,0.0,2.0,7.0,9.0,,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,43,1.0,1.0,-7.79704491908698,-0.1084061669569372,-0.5950387495950639,1.0,0.0,2.0,7.0,10.0,,,,7.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,44,1.0,1.0,13.208239856128936,0.4778506059754266,0.6641692876735681,1.0,0.0,2.0,7.0,10.0,,,,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,58,45,2.0,0.0,17.32871005667689,1.2688436480982876,0.9111799447239216,0.0,0.0,2.0,8.0,12.0,13.0,15.0,15.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,58,46,2.0,0.0,-25.941172786160585,-1.9185343946428552,-1.682728437401927,0.0,0.0,2.0,8.0,12.0,13.0,15.0,15.0,13.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,47,2.0,0.0,-8.841084121581614,-0.7778598888867103,-0.6576259779556117,0.0,0.0,2.0,8.0,12.0,13.0,15.0,15.0,13.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,48,2.0,0.0,0.7481525828101814,0.3165513236100391,-0.0827780737896755,0.0,0.0,2.0,8.0,12.0,13.0,15.0,15.0,13.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,58,49,2.0,0.0,7.816065306374254,0.5026523058331441,0.3409235138567896,0.0,0.0,2.0,8.0,12.0,13.0,15.0,15.0,13.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,58,50,2.0,0.0,12.892731972771925,0.7870288393405971,0.6452554730409034,0.0,0.0,2.0,8.0,12.0,13.0,16.0,16.0,13.0,14.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,58,51,2.0,0.0,1.7898103418162106,0.2212711297471904,-0.0203336063016054,0.0,0.0,2.0,8.0,12.0,13.0,16.0,16.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial35,58,52,2.0,0.0,-5.267644760754325,-0.5214115756933557,-0.4434082888360148,0.0,0.0,2.0,8.0,12.0,13.0,16.0,16.0,13.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,59,37,1.0,1.0,9.057231626846004,0.9418853868240672,0.4153279612637207,1.0,0.0,1.0,3.0,6.0,,,,6.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,59,38,1.0,1.0,25.40929879894599,-0.0783309045020724,1.39558862563518,1.0,0.0,1.0,3.0,6.0,,,,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial35,59,39,1.0,1.0,18.29291749240832,0.2689157813738221,0.9689814820827368,1.0,0.0,1.0,3.0,6.0,,,,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
