TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,5,3,1.0,1.0,-5.122150538429351,-0.3900811020022767,-0.3134106459868566,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,5,4,1.0,1.0,-24.02551297250743,-0.8955722519388875,-1.9486755585811224,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,5,7,2.0,0.0,-2.106090697647983,0.3163541338459252,-0.0525016754735925,0.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,5,8,2.0,0.0,-3.17169015915439,-0.0094316828780549,-0.1446830223825112,0.0,0.0,2.0,10.0,13.0,15.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,5,9,2.0,0.0,-0.3310581180794582,-0.4256425935913159,0.1010502921301889,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,5,10,2.0,0.0,-1.425419677904732,-0.7639589472517305,0.0063808349521343,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,1,1.0,1.0,-0.1749507606176568,0.0431754342916354,0.1145546030772664,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,2,1.0,1.0,5.361206493446092,-0.8196818788414687,0.5934685391426409,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,3,1.0,1.0,-1.186881621069701,0.1627163455333929,0.0270159423845315,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,4,1.0,1.0,-26.3466366002479,-0.9509887288131468,-2.149467985826494,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,5,1.0,1.0,-2.442940276078346,0.0828672320461564,-0.0816413747387517,1.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,6,6,2.0,0.0,-8.426968142045535,-0.1632093783996133,-0.5992990580915138,0.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,6,7,2.0,0.0,-8.130971031803169,-0.4645763144887009,-0.5736933654378066,0.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,6,8,2.0,0.0,-4.343259282519343,0.6833930598146186,-0.2460314405170421,0.0,0.0,2.0,10.0,13.0,15.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,9,2.0,0.0,8.05616256033829,0.9402325636240086,0.8265999258226734,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,6,10,2.0,0.0,12.011552184826067,1.2983535138584854,1.1687670874120777,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,1,1.0,1.0,0.1273592723570251,0.4778529814326815,0.14070640497879,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,2,1.0,1.0,25.198090566646243,1.2073945432475202,2.309489200187871,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,3,1.0,1.0,-0.4144950416303583,-0.4095454469516574,0.0938324506496898,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,4,1.0,1.0,-18.35597321235969,-0.6450369241571707,-1.4582231603551836,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,7,6,2.0,0.0,-11.105882081703072,-0.4593655826556113,-0.831042695481879,0.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,7,7,2.0,0.0,-7.163321175204375,-0.2900417584923562,-0.4899853021929169,0.0,0.0,2.0,9.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,7,8,2.0,0.0,-20.27402399512456,-1.7783584455302188,-1.6241471411584611,0.0,0.0,2.0,10.0,13.0,15.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,9,2.0,0.0,0.9188723636117322,0.077999238028992,0.2091774820425447,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,7,10,2.0,0.0,4.123104732500542,-0.1754499001611226,0.4863646112062258,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,1,1.0,1.0,-8.606984658505077,-0.039052081008024,-0.6148716682067943,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,2,1.0,1.0,30.22118991887261,-0.3411833354804852,2.7440202605648745,1.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,3,1.0,1.0,8.982799815510642,2.3889825078440468,0.9067601298800372,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,4,1.0,1.0,-3.3721825159750827,0.2186305522291292,-0.1620269270711903,1.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,5,0.0,0.0,-7.528715880008363,-1.1520146399051414,-0.52159434222997,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,8,6,2.0,0.0,-7.953280121207261,-0.22428587208483,-0.5583219354925931,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,8,7,2.0,0.0,-2.371130989087969,0.2302993797455133,-0.075429400132473,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,8,8,2.0,0.0,-7.090859392466007,0.6871347339838643,-0.4837168824221323,0.0,0.0,2.0,10.0,13.0,15.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,9,2.0,0.0,-6.929239540921651,-0.5947489261328568,-0.4697357045586254,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,8,10,2.0,0.0,1.760676523300193,-0.3780146234777144,0.2819990665841828,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,1,1.0,1.0,-19.07909463803297,-1.1180508335703752,-1.520777909494253,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,2,1.0,1.0,53.37032516297506,3.8926771337302575,4.746572386071229,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,3,1.0,1.0,-25.963432839691368,-3.310982771080914,-2.116318345586692,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,4,0.0,0.0,6.547921281366642,0.6106710613138467,0.6961271566616496,0.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,5,0.0,0.0,8.223453384017036,1.0079787932792303,0.8410716799941786,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,9,9,2.0,0.0,-4.739176057342769,0.2882531634783551,-0.2802808399259579,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,9,10,2.0,0.0,8.161022243826773,1.0135661812396826,0.8356709766345295,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,1,1.0,1.0,-13.29804345033351,-0.1356986525233101,-1.0206790409398458,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,2,1.0,1.0,17.68130393488707,-1.0250275101022908,1.659237824156795,1.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,3,0.0,0.0,-2.980134588175261,0.6483926511519232,-0.1281122083209118,0.0,0.0,1.0,4.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,10,5,0.0,0.0,7.147490338862518,0.3965937100483616,0.7479938150838944,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,10,6,0.0,0.0,1.3943048245482903,0.6814888850948501,0.250305510158661,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,10,7,0.0,0.0,-1.9924638019837395,0.0023211749975297,-0.042672203269654,0.0,0.0,2.0,9.0,12.0,12.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial4,10,8,2.0,0.0,-12.148696011441134,-0.869956623107256,-0.92125294435226,0.0,0.0,2.0,10.0,13.0,15.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,9,2.0,0.0,-9.498886875703114,-0.5649011538378618,-0.6920270635146509,0.0,0.0,2.0,10.0,13.0,16.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,10,10,2.0,0.0,-2.401344130560207,-0.8001053996904404,-0.0780430351575165,0.0,0.0,2.0,10.0,14.0,14.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial4,11,2,0.0,0.0,9.424848640129891,0.1639070450981583,0.9450002543591748,0.0,0.0,1.0,4.0,8.0,8.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial4,11,3,0.0,0.0,6.432103520728447,0.8340832687023546,0.686108160258901,0.0,0.0,1.0,4.0,8.0,8.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
