TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial14,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial14,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial14,5,3,2.0,0.0,11.907934333805366,1.2305195690289967,1.2305195690289967,0.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,5,4,2.0,0.0,-12.96064888226778,-1.067237515449284,-1.067237515449284,0.0,0.0,1.0,4.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial14,5,6,2.0,0.0,-7.494468229993521,-0.5621844044749726,-0.5621844044749725,0.0,0.0,1.0,4.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,5,7,2.0,0.0,15.3888083970934,1.5521383347465127,1.5521383347465123,0.0,0.0,1.0,4.0,7.0,10.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial14,5,9,2.0,0.0,5.309922732174339,0.620889829795645,0.6208898297956449,0.0,0.0,1.0,4.0,7.0,10.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,5,10,2.0,0.0,-7.0178282522194415,-0.5181447872535097,-0.5181447872535095,0.0,0.0,1.0,4.0,7.0,10.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,1,0.0,0.0,-2.097859461446564,-0.0635594557858204,-0.0635594557858204,0.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,2,2.0,0.0,7.589443314146963,0.8315083648739259,0.8315083648739259,0.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,3,2.0,0.0,-35.35827264928467,-3.136687883368901,-3.1366878833689005,0.0,0.0,1.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,4,2.0,0.0,-11.4709497508573,-0.929595306273201,-0.9295953062732007,0.0,0.0,1.0,4.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,5,2.0,0.0,-10.352950078165346,-0.8262966323579133,-0.8262966323579131,0.0,0.0,1.0,4.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial14,6,6,2.0,0.0,-10.330969631221713,-0.8242657274508701,-0.82426572745087,0.0,0.0,1.0,4.0,7.0,9.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
