TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial9,50,5,0.0,0.0,1.9942856595706169,0.1729105622476688,0.1729105622476688,0.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,6,0.0,0.0,-2.948982468688837,-0.4459901406903277,-0.4459901406903277,0.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,7,0.0,0.0,-2.3030429129961583,-0.3651180466219815,-0.3651180466219815,0.0,0.0,1.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,8,0.0,0.0,-1.7800884376606778,-0.2996437725199087,-0.2996437725199087,0.0,0.0,1.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,9,0.0,0.0,-8.159791260402411,-1.098387125921746,-1.098387125921746,0.0,0.0,1.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,10,0.0,0.0,9.065575398758426,1.0582410919113583,1.0582410919113583,0.0,0.0,1.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial9,50,12,2.0,0.0,-0.5224861235274264,-0.1421910638990688,-0.1421910638990688,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,13,1.0,1.0,-2.756066583055378,-0.4218369339193056,-0.4218369339193056,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,50,14,1.0,1.0,-6.478451880496532,-0.887882233793332,-0.887882233793332,0.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,50,15,1.0,1.0,6.173918623371296,0.6962035967749863,0.6962035967749864,1.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,50,16,1.0,1.0,-8.882032412593727,-1.1888122344095071,-1.1888122344095071,1.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,50,17,1.0,1.0,-3.110560342268055,-0.4662198059528137,-0.4662198059528137,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,50,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial9,50,19,1.0,1.0,-6.13084957878415,-0.8443621771646401,-0.8443621771646401,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,50,20,1.0,1.0,13.234843014007744,1.580236377391247,1.5802363773912471,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,5,0.0,0.0,-7.721296720631978,-1.043487296121506,-1.0434872961215065,0.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,6,0.0,0.0,5.630006319116375,0.6281053875122563,0.6281053875122563,0.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,7,0.0,0.0,4.119780585654544,0.4390240462248511,0.4390240462248511,0.0,0.0,1.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,8,0.0,0.0,-2.63138616487233,-0.4062268564454661,-0.4062268564454661,0.0,0.0,1.0,3.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,9,0.0,0.0,2.825410543042936,0.2769679917181992,0.2769679917181993,0.0,0.0,1.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,10,0.0,0.0,-11.067706575442118,-1.462460201843672,-1.462460201843672,0.0,0.0,1.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,11,0.0,0.0,2.3391090095173865,0.2160826921290058,0.2160826921290058,0.0,0.0,1.0,3.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,12,2.0,0.0,-2.355631470674241,-0.3717021716317897,-0.3717021716317897,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,13,1.0,1.0,-7.470640264885413,-1.012104928701328,-1.012104928701328,0.0,0.0,1.0,4.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial9,51,14,1.0,1.0,19.944248756073712,2.42025877195291,2.4202587719529105,1.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,15,1.0,1.0,9.744322873675646,1.143220760916602,1.143220760916602,1.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,16,1.0,1.0,-2.9012545612158167,-0.4400145725604207,-0.4400145725604208,1.0,0.0,2.0,9.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,17,1.0,1.0,5.012092878587231,0.5507421830944984,0.5507421830944985,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,18,1.0,1.0,0.5572182734074094,-0.0070113016668505,-0.0070113016668505,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,19,1.0,1.0,7.196772688936111,0.8242656568849949,0.824265656884995,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial9,51,20,1.0,1.0,3.945824295992448,0.4172445944211179,0.417244594421118,1.0,0.0,2.0,10.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
