TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial80,8,69,2,0,1.2900912516253975,0.5758580214331851,0.7068182216168787,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,70,2,0,-1.4809830301451998,0.1991044473060074,0.4683991455680324,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,71,2,0,-5.955939670046121,-0.4360351829807964,0.0833805863534762,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,72,2,0,0.7839141087918832,0.5672366378976875,0.6632674992471049,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,73,2,0,-2.1298966892010016,-0.3007731785029608,0.4125675873722323,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,74,0,0,-1.089288489811478,0.5113496924894693,0.5020999564824453,0,0,1,3,5.0,7.0,7.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,8,75,0,0,1.8104934803877355,0.2180328364259459,0.7515928490498174,0,0,1,3,5.0,7.0,7.0,5,5,0,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,8,76,0,0,-6.835727744826935,-0.6245834353190073,0.0076849396189511,0,0,1,4,,,,4,4,1,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,8,77,0,0,8.09898582629013,1.2885939896579406,1.2926453010585397,0,0,1,4,,,,4,4,1,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,8,78,1,1,-19.85997412280676,-0.4208083818833977,-1.1129016892195849,1,0,2,13,15.0,,,15,15,2,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,8,79,1,1,-17.74446172277962,-0.2748882950578131,-0.9308861744777454,1,0,2,13,15.0,,,15,15,2,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,8,80,1,1,-12.955935693777604,1.119643315703333,-0.5188885752141744,1,0,2,13,16.0,17.0,17.0,16,16,3,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,8,81,1,1,-30.06531490930668,-1.772317590864526,-1.9909539078437053,1,0,2,13,16.0,17.0,17.0,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3
Trial80,8,82,1,1,-33.37026854640454,-0.8140353333596426,-2.275307163086532,1,0,2,13,16.0,17.0,17.0,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3
Trial80,8,83,1,1,-15.910323784341974,-0.3673127244926802,-0.7730796964972898,1,0,2,14,,,,14,14,4,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,8,84,1,1,-14.674393920172182,-1.571008367417764,-0.6667421442292009,1,0,2,14,,,,14,14,4,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,9,69,2,0,-4.643439440085964,-0.1923105047433063,0.1963061380788716,0,0,1,3,5.0,8.0,8.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,9,70,2,0,-3.964356449045328,-0.6652155427961044,0.2547334203605087,0,0,1,3,5.0,8.0,8.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,9,71,2,0,-3.599593020640288,0.6827360044924446,0.2861171187870883,0,0,1,3,5.0,8.0,8.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,9,72,2,0,-1.9448812399453657,-0.221650117711994,0.4284860392002741,0,0,1,3,5.0,8.0,8.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,9,73,2,0,0.083790447929904,0.7923301261206728,0.6030299092839834,0,0,1,3,5.0,8.0,8.0,5,5,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial80,9,74,2,0,-8.157480824623098,-1.5438905163210852,-0.1060367134319236,0,0,1,3,5.0,8.0,8.0,5,5,0,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,9,75,0,0,2.7029755710843064,1.2041103395447434,0.8283806698793833,0,0,1,3,5.0,8.0,8.0,5,5,0,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,9,76,0,0,-6.167175893274981,-0.0845220326420138,0.065206138450155,0,0,1,4,,,,4,4,1,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,9,77,0,0,1.147097856058057,0.1460384734273273,0.6945152842771878,0,0,1,4,,,,4,4,1,5,5,1,1,1,1,1,1,1,1,1,1
Trial80,9,78,1,1,-32.26795223826274,-0.8232475050943646,-2.1804655208289963,1,0,2,13,15.0,,,15,15,2,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,9,79,1,1,-24.66142963237447,-0.0459133029264118,-1.5260117216036044,1,0,2,13,15.0,,,15,15,2,2,2,3,3,3,3,3,3,3,3,3,3
Trial80,9,80,1,1,-21.99917068390296,-1.8179306183703463,-1.2969549536660143,1,0,2,13,16.0,17.0,17.0,16,16,3,3,3,3,3,3,3,3,3,3,3,3,3
