TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial97,26,3,,,,,,,,,,,,,,,,,,,,,,,,,
Trial97,26,4,2.0,0.0,-10.300647553541172,-0.5834302755051446,-0.6216648177289482,0.0,0.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,26,5,2.0,0.0,-2.7598253802346444,0.4556041210840481,0.6009669672555191,0.0,0.0,2.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,26,6,2.0,0.0,-12.53927539827466,-0.4160643914934974,-0.984624916086804,0.0,0.0,2.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,27,3,2.0,0.0,-11.141110404345294,-0.2726033124412846,-0.7579333269014968,0.0,0.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,27,4,2.0,0.0,-8.235488620038769,0.556055070410815,-0.2868301146799143,0.0,0.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,27,5,2.0,0.0,-4.11317654368836,-0.2383905244370718,0.3815412719326064,0.0,0.0,2.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,27,6,2.0,0.0,-12.281904575383818,-0.0891839806917089,-0.9428960778564264,0.0,0.0,2.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,28,3,2.0,0.0,-11.225778683620094,-0.2792223375256468,-0.7716610248954572,0.0,0.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,28,4,2.0,0.0,-10.456930892610549,-0.3376711011519859,-0.6470038289691432,0.0,0.0,1.0,3.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,28,5,2.0,0.0,-3.4738415039635124,0.0094433833053115,0.4851999079350459,0.0,0.0,2.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial97,28,6,,,,,,,,,,,,,,,,,,,,,,,,,
