TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial8,3,1,2.0,0.0,-16.740774851172077,-0.9402145915874204,-1.5042833093441492,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,3,3,2.0,0.0,-12.796949685500351,0.6005605352362137,-0.9828251738852304,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,3,4,2.0,0.0,-11.947200071095782,-0.3637670758890327,-0.8704700792955161,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,4,1,2.0,0.0,-11.625732406494414,0.5697877259858138,-0.827965170494669,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,4,3,2.0,0.0,-16.666802335969333,-1.0358864991358934,-1.4945025588715914,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,5,1,2.0,0.0,-13.67588698406648,-0.9821361070742418,-1.0990395053127566,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,5,2,2.0,0.0,-9.463927834411296,0.8564812256772025,-0.5421283156570571,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,5,3,2.0,0.0,-9.018011929232868,0.8280827927587903,-0.4831686846597702,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,5,4,2.0,0.0,-8.181372497738982,-0.2620218874987508,-0.3725470369772963,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,6,1,2.0,0.0,-5.500385475806823,1.5306198892768577,-0.0180631450910321,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,6,2,2.0,0.0,-16.911907693849496,-1.8994085771089928,-1.5269107355888805,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,6,3,2.0,0.0,-13.459858861372096,-0.7867385727923122,-1.0704759617136534,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,6,4,2.0,0.0,-3.2424576682011352,1.2038285713360468,0.2804832597555846,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,7,1,2.0,0.0,-11.812455903190418,-1.1276174201880134,-0.8526540150410736,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,7,2,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,7,4,2.0,0.0,-4.825438831012713,0.4275503929682129,0.0711792538855064,0.0,0.0,1.0,4.0,5.0,5.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,8,1,2.0,0.0,-5.172593066568807,-0.0745529023392725,0.0252780303816208,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,8,2,2.0,0.0,-2.0461166850185832,1.5781961066048376,0.4386651548085335,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,8,3,2.0,0.0,-7.291256187122044,0.0742032170482328,-0.2548546007820869,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,8,4,0.0,0.0,-4.479414672693151,-0.1470968503719174,0.1169310569805424,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial8,9,1,,,,,,,,,,,,,,,,,,,,,,,,,
Trial8,9,2,2.0,0.0,-12.258906499249868,-1.3293733246384816,-0.91168434362209,0.0,0.0,1.0,4.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
