TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial58,1,1,0.0,0.0,-0.6186146162779333,0.8019427539897708,-0.5860059371887272,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,1,2,0.0,0.0,-11.172029741506076,-2.0953447776553573,-2.335821440457955,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,1,3,0.0,0.0,0.9586199445241678,0.7618219870064119,-0.3244915881335073,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,1,4,0.0,0.0,-5.106179996726137,-1.468705393954222,-1.3300694826349018,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,1,5,0.0,0.0,12.857662552090538,2.550427287907422,1.6484365097110876,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,1,6,2.0,0.0,3.2774308927294493,-0.3182803399631007,0.0599802911750691,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,1,7,2.0,0.0,6.087728722979803,0.6495195078241093,0.5259434560675936,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,1,8,2.0,0.0,-1.0383331717659028,-0.6901268020042073,-0.6555976311273978,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,1,9,2.0,0.0,-3.1115278041372774,-1.0327343098336774,-0.9993449457143008,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,1,10,2.0,0.0,4.56155027157062,0.4319565736308945,0.2728944967172448,0.0,0.0,1.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,2,1,0.0,0.0,-3.345999665238134,-0.7555745236782645,-1.038221697246028,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,2,2,0.0,0.0,-5.375248706081742,-0.7844576542745626,-1.374682585927842,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,2,3,0.0,0.0,1.9370683799190784,1.0635477412848031,-0.1622593418807549,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial58,2,4,0.0,0.0,-9.99122180639776,-1.1135774364542412,-2.14003685255744,0.0,0.0,1.0,3.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,2,5,0.0,0.0,-3.047779806068527,-0.3492235874537965,-0.9887751695802776,0.0,0.0,1.0,4.0,6.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial58,2,6,2.0,0.0,-6.681389319291255,-1.0288382745715072,-1.5912480358152474,0.0,0.0,1.0,4.0,6.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
