TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_TreeDepth7,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial90,2,1,0.0,0.0,6.175819013102214,0.3621433876438153,0.5401274096060633,1.0,0.0,1.0,3.0,,,,,,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,2,0.0,0.0,4.324103390832571,0.0493819846334923,0.2746018706563404,1.0,0.0,1.0,3.0,,,,,,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,3,0.0,0.0,0.9511322986498776,-0.3643558509511436,-0.2090630919019481,1.0,0.0,1.0,3.0,,,,,,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,4,0.0,0.0,17.15835124177222,2.300981078923719,2.1149603666645533,0.0,0.0,2.0,7.0,9.0,11.0,13.0,15.0,15.0,9.0,9.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,5,2.0,0.0,1.4817391199072565,0.0831621027621626,-0.1329770771325329,1.0,0.0,2.0,7.0,9.0,11.0,13.0,15.0,15.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,6,2.0,0.0,0.2042661431176634,-0.0235001862682451,-0.3161594711115851,1.0,0.0,2.0,7.0,9.0,11.0,13.0,16.0,17.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,7,2.0,0.0,4.180551530885618,0.4808724395324654,0.2540173464879207,1.0,0.0,2.0,7.0,9.0,11.0,13.0,16.0,17.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,8,2.0,0.0,5.495660885586485,0.5355640717127542,0.4425965840258978,1.0,0.0,2.0,7.0,9.0,11.0,13.0,16.0,17.0,9.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,9,2.0,0.0,4.855710633283102,0.3281945419226465,0.3508313401621599,1.0,0.0,2.0,7.0,9.0,11.0,14.0,,,9.0,24.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial90,2,10,2.0,0.0,-1.8324265088325025,-0.7372473772249554,-0.608209669090235,1.0,0.0,2.0,7.0,9.0,11.0,14.0,,,9.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial90,2,11,2.0,0.0,-1.7819992330112215,-0.6311857967166684,-0.6009786831714576,1.0,0.0,2.0,7.0,9.0,12.0,,,,9.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Trial90,2,12,2.0,0.0,7.358700227927461,0.8828862610102245,0.709745880338088,1.0,0.0,2.0,7.0,9.0,12.0,,,,9.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
