TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial95,53,5,1,1,-4.006293391308449,-0.0976328898299723,-0.366656413519359,1,0,1,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,6,1,1,-11.916247816004086,-0.4476333456383082,-0.9269681405107006,1,0,1,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,7,1,1,-4.916844942886249,-0.2445531877014887,-0.4311564959454135,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,8,1,1,0.7946078608196061,0.8358799994468203,-0.0265784399603303,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,9,1,1,0.0182611715176234,-0.3699065153400648,-0.0815719495144062,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,10,1,1,9.73938294780626,-0.2723472340413394,0.6070361306737438,1,0,1,4,6.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,11,1,1,5.801481835532144,0.903690655247477,0.3280898745422697,1,0,1,4,6.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,53,12,0,0,43.35748516058292,-0.0773279041513677,2.988417349534197,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,13,0,0,33.69121516130825,0.7261328213804501,2.303694765046413,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,14,0,0,27.76592532128956,-0.921090625904808,1.8839692894078,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,15,0,0,18.09002689900975,0.4693592309577168,1.1985646632757083,0,0,2,7,10.0,11.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,16,0,0,5.167793506213332,0.7226728782182975,0.2832017521699915,0,0,2,7,10.0,11.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,17,0,0,4.813234086835825,-1.486251891410044,0.258086082732983,0,0,2,7,10.0,12.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,18,0,0,14.752904274266749,0.700501750120341,0.9621753188296968,0,0,2,7,10.0,12.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,19,0,0,-10.59875931788156,-0.7995907513034285,-0.8336421595961309,0,0,2,8,,,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,53,20,0,0,-14.988960372490803,0.6797235916661444,-1.1446276599761749,0,0,2,8,,,8,8,2,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,54,5,1,1,-0.6176037037692678,0.6787472889126915,-0.1266142503009674,1,0,1,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,6,1,1,-8.961348812303335,-0.7219567623553957,-0.7176540945688658,1,0,1,3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,7,1,1,-4.850163379227265,0.4638951917964793,-0.4264330221949707,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,8,1,1,-5.496408388196533,-0.7146889577926819,-0.4722106130120049,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,9,1,1,-3.218370830050734,0.5221201279136023,-0.3108429122866084,1,0,1,4,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,10,1,1,5.875821491007149,0.8471900284398666,0.3333558190100527,1,0,1,4,6.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,11,1,1,-6.109843208766632,-2.3877713154382425,-0.5156640522173113,1,0,1,4,6.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial95,54,12,0,0,41.91892292719967,2.533960621480149,2.8865149559053607,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,54,13,0,0,30.84103664641485,-1.3110987090651318,2.101798728714321,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Trial95,54,14,0,0,32.851143096628626,1.137633471358868,2.2441871871154646,0,0,2,7,9.0,9.0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1
