TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_TreeDepth7,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial21,2,69,2.0,0.0,19.539557414408385,-1.3959453232755883,0.1166674405307311,0.0,0.0,1.0,3.0,5.0,,,,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,70,2.0,0.0,48.36642157828499,1.5855065352426194,1.8858268582382955,0.0,0.0,1.0,3.0,5.0,,,,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,71,2.0,0.0,34.485681815996976,0.4418836595522168,1.033939489026185,0.0,0.0,1.0,3.0,6.0,,,,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,72,2.0,0.0,33.38375163659173,0.535198317370265,0.9663119405190566,0.0,0.0,1.0,3.0,6.0,,,,,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,73,2.0,0.0,23.65311535661149,-0.2028636290733766,0.3691243061947383,0.0,0.0,2.0,7.0,9.0,11.0,,,,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,74,2.0,0.0,30.428167809090336,1.604268005094548,0.7849221461410514,0.0,0.0,2.0,7.0,9.0,11.0,,,,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trial21,2,75,1.0,1.0,-16.058339655635503,-2.841430755138284,-2.0680431299298534,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,76,1.0,1.0,-6.383538974913916,-0.0605243470978298,-1.4742822324059803,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,77,1.0,1.0,-19.066573101710823,-1.1175300726114747,-2.2526641314211004,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,78,1.0,1.0,-11.580412493454366,0.1019531434347963,-1.7932242330236596,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,79,1.0,1.0,-18.322202912505382,-0.6236414215728011,-2.206980718788803,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,80,1.0,1.0,-8.156044283042286,0.4857466487222319,-1.5830642504910946,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,81,1.0,1.0,-16.53162390333525,0.3095650575406817,-2.097089483335157,1.0,0.0,2.0,7.0,10.0,13.0,,,,13.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,82,1.0,1.0,-14.487151965021058,-0.990525611005944,-1.9716163564856573,1.0,0.0,2.0,8.0,23.0,,,,,8.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,83,1.0,1.0,-5.047897303850538,-0.6393405632671656,-1.392311365661289,1.0,0.0,2.0,8.0,23.0,,,,,8.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,2,84,1.0,1.0,2.2027659369451977,0.302202380973588,-0.9473243880921416,1.0,0.0,2.0,8.0,23.0,,,,,8.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Trial21,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
