TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_TreeDepth5,Estimated_TreeDepth6,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial6,51,37,1,1,-11.75900578952188,0.2072168086489444,-0.6375579577010217,1,0,1,3,5.0,,,,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial6,51,38,1,1,-4.084377203432486,0.0816343771309999,-0.0122799064467656,1,0,1,3,6.0,7.0,9.0,9.0,6,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,39,1,1,-16.82154852000996,-1.449238309566301,-1.0500205045724875,1,0,1,3,6.0,7.0,9.0,9.0,6,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,40,1,1,5.854921553804327,0.736678667290497,0.7975085136760702,1,0,1,3,6.0,8.0,,,6,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,41,1,1,14.605614911834714,1.941166445089911,1.5104572158387195,1,0,1,4,11.0,,,,11,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,42,1,1,-33.05071238879657,-4.008923939972504,-2.3722655935080104,1,0,1,4,11.0,,,,11,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,43,1,1,13.134952576450589,1.2281107711128725,1.3906373615217582,1,0,1,4,11.0,,,,11,6,0,0,0,1,1,1,1,1,1,1,1,1,1
Trial6,51,44,2,0,-1.0888566782932547,-0.2591338709289525,0.2317753224728644,0,0,2,15,,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial6,51,45,2,0,2.379398020359773,0.7725318921944407,0.5143458097480285,0,0,2,15,,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Trial6,51,46,2,0,-3.4833228984108424,0.3063917318333246,0.0366900287528498,0,0,2,15,,,,,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
