TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial31,1,1,0.0,0.0,0.2600018089658639,-0.1369088189391838,-0.2200908909395786,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,1,2,0.0,0.0,7.227931850314351,1.1080052015711512,0.6267027623743107,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,1,3,0.0,0.0,-2.8817894637417694,-0.4598521500831109,-0.601904269371679,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,1,4,0.0,0.0,11.446771674914764,-0.1625426730752066,1.1394069322812943,0.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,2,1,0.0,0.0,0.6536859095191794,0.4716316743563388,-0.1722475291691699,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,2,2,0.0,0.0,-0.5668085010161181,-0.9562012001503252,-0.3205709070752939,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,2,3,0.0,0.0,-1.0112197579366773,-0.2333732919355371,-0.3745790026773486,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,2,4,0.0,0.0,17.505663669472725,0.6612058910340289,1.87572765546024,0.0,0.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,3,1,0.0,0.0,-4.493367881746535,-1.063576506177019,-0.7977550267825514,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trial31,3,2,0.0,0.0,1.9985235732487547,0.497413661344171,-0.0088130526996998,0.0,0.0,1.0,3.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
