TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_TreeDepth4,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial28,41,61,2,0,-13.984230369474508,-1.1679156276508758,-0.5781286283794239,0,0,1,3,,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,62,2,0,-22.177026553124247,-1.1561797186867668,-1.3844672873868902,0,0,1,4,5.0,7.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,63,1,1,4.136275696837742,0.9269626442236196,1.2052996706433683,1,0,1,4,5.0,7.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,64,1,1,-4.178577065343665,-0.282302229320988,0.3869481486706694,1,0,1,4,5.0,7.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,65,1,1,5.510590086534975,1.6349171480743805,1.3405603065975105,1,0,2,9,11.0,11.0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,66,1,1,-3.354393109806348,-0.021664018164176,0.4680647016260215,1,0,2,9,11.0,11.0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,67,1,1,4.552339602661875,-0.0026065237878249,1.2462488660539868,1,0,2,9,12.0,12.0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,41,68,0,0,17.161565649803013,3.286208732035378,2.4872545244474624,1,0,2,9,12.0,12.0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,42,61,2,0,-4.323886521469024,0.8061338969853374,0.3726467271087541,0,0,1,3,,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial28,42,62,2,0,-15.939734777354436,0.2265876603554556,-0.7705902454619882,0,0,1,4,5.0,7.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
