TrialNumber,Row,Column,Simulated_ThreePatchesLlyod,Simulated_TwoPatchesMerged,Simulated_Array,Simulated_ConditionalResiduals,Simulated_MarginalResiduals,Simulated_TwoPatchesVerified,Estimated_TreeDepth0,Estimated_TreeDepth1,Estimated_TreeDepth2,Estimated_TreeDepth3,Estimated_PatchesIdentified,Estimated_PatchesLocalAuthenticated,Estimated_PatchesLocalVerified,Estimated_PatchesGlobalAuthenticated,Estimated_PatchesGlobalVerified,Estimated_PatchesFinalAuthenticatedAnecdotal,Estimated_PatchesFinalVerifiedAnecdotal,Estimated_PatchesFinalAuthenticatedModerate,Estimated_PatchesFinalVerifiedModerate,Estimated_PatchesFinalAuthenticatedStrong,Estimated_PatchesFinalVerifiedStrong,Estimated_PatchesFinalAuthenticatedVerystrong,Estimated_PatchesFinalVerifiedVerystrong,Estimated_PatchesFinalAuthenticatedDecisive,Estimated_PatchesFinalVerifiedDecisive
Trial53,7,77,1,1,-1.5208759411112558,-0.1315957087387058,-5.071821031382517e-05,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial53,7,78,1,1,-0.717807569517476,-0.1662126686679388,0.058329030794574,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial53,7,79,1,1,11.965121365202677,1.443345409833939,0.9803255058721988,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial53,7,80,1,1,-11.163831814861473,-0.9354057646706136,-0.7010537255352106,0,0,1,3,6,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
Trial53,7,81,1,1,-16.355407106206975,-1.5764180386285365,-1.078459776090067,0,0,1,3,6,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
Trial53,7,82,2,0,-6.474767265585627,-0.313290214225614,-0.3601781274698041,0,0,1,4,4,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
Trial53,7,83,2,0,8.935568404392928,0.2757949707854105,0.7600895363020357,0,0,1,4,4,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
Trial53,7,84,2,0,11.193391036905242,0.9063311871021064,0.9242239029961568,0,0,1,4,4,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2
Trial53,8,77,1,1,-5.098073426373811,-0.7098472357589968,-0.2600981795691591,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trial53,8,78,1,1,4.457765672962267,0.486686732523931,0.4345717985837389,1,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
